Date,Confirmation Code,Start Date,Nights,Listing,Gross Earnings
2/17/18,HMZSKKTJSZ,2/16/18,,P,
2/15/18,HMXDMB92PS,2/13/18,3,O,690
2/14/18,HMXDMB92PS,2/13/18,3,O,230
2/14/18,HMXDMB92PS,2/13/18,,O,
2/13/18,HMRHWFDSJ4,2/12/18,3,J,1075.2
2/13/18,HMRHWFDSJ4,2/12/18,3,J,268.8
2/13/18,HMRHWFDSJ4,2/12/18,,J,
2/8/18,HM2AZZ49QK,2/6/18,7,O,1319.51
2/7/18,HMFH2EYQTB,2/6/18,8,I,347.51
2/7/18,HMFH2EYQTB,2/6/18,8,I,1042.49
2/7/18,HMFH2EYQTB,2/6/18,,I,
2/7/18,HM2AZZ49QK,2/6/18,7,O,439.83
2/7/18,HM2AZZ49QK,2/6/18,,O,
1/31/18,HM9ATCP5BE,1/29/18,4,O,951.75
1/30/18,HM9ATCP5BE,1/29/18,4,O,317.25
1/30/18,HM9ATCP5BE,1/29/18,,O,
1/29/18,HMZQXPB82F,1/28/18,4,I,192.51
1/29/18,HMZQXPB82F,1/28/18,4,I,577.49
1/29/18,HMZQXPB82F,1/28/18,,I,
1/29/18,HMADZPD2ZR,1/28/18,13,P,1436.61
1/29/18,HMADZPD2ZR,1/28/18,13,P,359.15
1/29/18,HMADZPD2ZR,1/28/18,,P,
1/25/18,HM2BD8NB9Q,1/23/18,5,O,1044.75
1/24/18,HM2BD8NB9Q,1/23/18,5,O,348.25
1/24/18,HM2BD8NB9Q,1/23/18,,O,
1/23/18,HMZD4ZRN32,1/21/18,2,O,472.51
1/22/18,HMZD4ZRN32,1/21/18,2,O,157.49
1/22/18,HMZD4ZRN32,1/21/18,,O,
1/19/18,HMCA9QXBAX,1/17/18,2,O,472.51
1/18/18,HMSCKFSRHE,1/17/18,6,I,272.51
1/18/18,HMSCKFSRHE,1/17/18,6,I,817.49
1/18/18,HMSCKFSRHE,1/17/18,,I,
1/18/18,HMCA9QXBAX,1/17/18,2,O,157.49
1/18/18,HMCA9QXBAX,1/17/18,,O,
1/14/18,HMZ23ZTTAS,1/13/18,14,P,1499.97
1/14/18,HMZ23ZTTAS,1/13/18,14,P,374.99
1/14/18,HMZ23ZTTAS,1/13/18,,P,
1/10/18,HM5H29KTDP,1/8/18,3,O,712.51
1/9/18,HM5H29KTDP,1/8/18,3,O,237.49
1/9/18,HM5H29KTDP,1/8/18,,O,
1/8/18,HMEPWT3PH8,1/7/18,7,I,316.68
1/8/18,HMEPWT3PH8,1/7/18,7,I,950.02
1/8/18,HMEPWT3PH8,1/7/18,,I,
1/6/18,HMKBWA8X25,1/5/18,7,P,749.83
1/6/18,HMKBWA8X25,1/5/18,7,P,187.45
1/6/18,HMKBWA8X25,1/5/18,,P,
12/31/17,HMTRFBJSTX,12/30/17,4,J,1128
12/31/17,HMTRFBJSTX,12/30/17,4,J,282
12/31/17,HMTRFBJSTX,12/30/17,,J,
12/29/17,HMXABR42FM,12/28/17,7,P,711.2
12/29/17,HMXABR42FM,12/28/17,7,P,177.8
12/29/17,HMXABR42FM,12/28/17,,P,
12/26/17,HMWKKDKQCB,12/24/17,7,O,1125
12/25/17,HMDJHEKANP,12/24/17,6,Q,1201.6
12/25/17,HMDJHEKANP,12/24/17,6,Q,300.4
12/25/17,HMDJHEKANP,12/24/17,,Q,
12/25/17,HMWKKDKQCB,12/24/17,7,O,375
12/25/17,HMWKKDKQCB,12/24/17,,O,
12/24/17,HMK3XE4FKM,12/23/17,9,I,539.25
12/24/17,HMK3XE4FKM,12/23/17,9,I,1617.75
12/24/17,HMK3XE4FKM,12/23/17,,I,
12/22/17,HMTJFBRHF2,12/21/17,7,P,813.72
12/22/17,HMTJFBRHF2,12/21/17,7,P,203.43
12/22/17,HMTJFBRHF2,12/21/17,,P,
12/21/17,HMZRCSFSS3,12/20/17,2,O,600
12/21/17,HMZRCSFSS3,12/20/17,,O,
12/20/17,HMKZFNZ3SW,12/19/17,8,J,1916
12/20/17,HMKZFNZ3SW,12/19/17,8,J,479
12/20/17,HMKZFNZ3SW,12/19/17,,J,
12/11/17,HMJFEEQ4M9,12/10/17,5,P,580
12/11/17,HMJFEEQ4M9,12/10/17,5,P,145
12/11/17,HMJFEEQ4M9,12/10/17,,P,
12/6/17,HM822TBKRQ,12/5/17,6,J,1632
12/6/17,HM822TBKRQ,12/5/17,6,J,408
12/6/17,HM822TBKRQ,12/5/17,,J,
12/4/17,HMZ948MH4M,12/3/17,12,I,694
12/4/17,HMZ948MH4M,12/3/17,12,I,2082
12/4/17,HMZ948MH4M,12/3/17,,I,
12/3/17,HMTCRDWBY2,12/2/17,5,P,624
12/3/17,HMTCRDWBY2,12/2/17,5,P,156
12/3/17,HMTCRDWBY2,12/2/17,,P,
11/28/17,HMW4WNQ54B,11/27/17,4,I,212.51
11/28/17,HMW4WNQ54B,11/27/17,4,I,637.49
11/28/17,HMW4WNQ54B,11/27/17,,I,
11/21/17,HMPQ5AXAK9,11/20/17,7,J,1881.6
11/21/17,HMPQ5AXAK9,11/20/17,7,J,470.4
11/21/17,HMPQ5AXAK9,11/20/17,,J,
11/20/17,HM9KCBNED2,11/19/17,7,I,471.25
11/20/17,HM9KCBNED2,11/19/17,7,I,1413.75
11/20/17,HM9KCBNED2,11/19/17,,I,
11/19/17,HM9CRPBF55,11/18/17,8,P,930.68
11/19/17,HM9CRPBF55,11/18/17,8,P,232.67
11/19/17,HM9CRPBF55,11/18/17,,P,
11/14/17,HMFQEEAJNC,11/13/17,3,I,216.25
11/14/17,HMFQEEAJNC,11/13/17,3,I,648.75
11/14/17,HMFQEEAJNC,11/13/17,,I,
11/14/17,HMNNSZ4BNJ,11/13/17,3,H,25.51
11/14/17,HMNNSZ4BNJ,11/13/17,3,H,229.49
11/6/17,HMWP3JJQPJ,11/5/17,10,J,2335.44
11/6/17,HMWP3JJQPJ,11/5/17,10,J,583.86
11/6/17,HMWP3JJQPJ,11/5/17,,J,
11/5/17,HMTPPXSX2T,11/4/17,8,I,449
11/5/17,HMTPPXSX2T,11/4/17,8,I,1347
11/5/17,HMTPPXSX2T,11/4/17,,I,
10/24/17,HMRM29RPZ4,10/23/17,4,H,33
10/24/17,HMRM29RPZ4,10/23/17,4,H,297
10/23/17,HMFE2XRDN8,10/22/17,7,I,471.31
10/23/17,HMFE2XRDN8,10/22/17,7,I,1413.94
10/23/17,HMFE2XRDN8,10/22/17,,I,
10/20/17,HMKX258W3P,10/19/17,29,P,2466.72
10/20/17,HMKX258W3P,10/19/17,29,P,616.68
10/20/17,HMKX258W3P,10/19/17,,P,
10/18/17,HMR4C498XJ,10/17/17,16,J,3820.56
10/18/17,HMR4C498XJ,10/17/17,16,J,955.14
10/18/17,HMR4C498XJ,10/17/17,,J,
10/13/17,HM3NR53XPZ,10/10/17,,I,
10/12/17,HM5EWBWSWP,10/11/17,4,J,1248.8
10/12/17,HM5EWBWSWP,10/11/17,4,J,312.2
10/12/17,HM5EWBWSWP,10/11/17,,J,
10/11/17,HM3NR53XPZ,10/10/17,7,I,441.24
10/11/17,HM3NR53XPZ,10/10/17,7,I,1324.74
10/11/17,HM3NR53XPZ,10/10/17,,I,
10/4/17,HMP3DDNX2T,10/3/17,5,I,376.25
10/4/17,HMP3DDNX2T,10/3/17,5,I,1128.75
10/4/17,HMP3DDNX2T,10/3/17,,I,
10/4/17,HMM8CTCQ3E,10/3/17,4,J,1279.2
10/4/17,HMM8CTCQ3E,10/3/17,4,J,319.8
10/4/17,HMM8CTCQ3E,10/3/17,,J,
9/26/17,HM8N3TFYPX,9/25/17,23,P,2537.52
9/26/17,HM8N3TFYPX,9/25/17,23,P,634.38
9/26/17,HM8N3TFYPX,9/25/17,,P,
9/25/17,HMTE89ZCNT,9/24/17,6,I,351.25
9/25/17,HMTE89ZCNT,9/24/17,6,I,1053.75
9/25/17,HMTE89ZCNT,9/24/17,,I,
9/25/17,HMTE89ZCNT,9/24/17,6,I,23.75
9/25/17,HMTE89ZCNT,9/24/17,6,I,71.25
9/20/17,HMJ48KCAHD,9/19/17,3,P,430.4
9/20/17,HMJ48KCAHD,9/19/17,3,P,107.6
9/20/17,HMJ48KCAHD,9/19/17,,P,
9/17/17,HMZBWCWEBA,9/16/17,12,J,2734.6
9/17/17,HMZBWCWEBA,9/16/17,12,J,683.65
9/17/17,HMZBWCWEBA,9/16/17,,J,
9/16/17,HMJQMTJ3MH,9/15/17,8,I,462.77
9/16/17,HMJQMTJ3MH,9/15/17,8,I,1386.23
9/16/17,HMJQMTJ3MH,9/15/17,,I,
9/12/17,HMNCEME2JX,9/11/17,3,P,426.4
9/12/17,HMNCEME2JX,9/11/17,3,P,106.6
9/12/17,HMNCEME2JX,9/11/17,,P,
9/10/17,HM8XBS8HZ9,9/9/17,3,J,902.4
9/10/17,HM8XBS8HZ9,9/9/17,3,J,225.6
9/10/17,HM8XBS8HZ9,9/9/17,,J,
9/9/17,HMX85MJNYE,9/8/17,7,I,412.27
9/9/17,HMX85MJNYE,9/8/17,7,I,1234.73
9/9/17,HMX85MJNYE,9/8/17,,I,
9/5/17,HMMF5RQKCR,9/4/17,4,P,488
9/5/17,HMMF5RQKCR,9/4/17,4,P,122
9/5/17,HMMF5RQKCR,9/4/17,,P,
9/2/17,HMZBY8YFFX,9/1/17,6,I,415
9/2/17,HMZBY8YFFX,9/1/17,6,I,1245
9/2/17,HMZBY8YFFX,9/1/17,,I,
8/31/17,HMPSF8AD8N,8/30/17,3,P,465.6
8/31/17,HMPSF8AD8N,8/30/17,3,P,116.4
8/31/17,HMPSF8AD8N,8/30/17,,P,
8/31/17,HMCNR2AS52,8/20/17,34,Q,5930
8/29/17,HMKQP5S8BB,8/28/17,11,J,2754.4
8/29/17,HMKQP5S8BB,8/28/17,11,J,688.6
8/29/17,HMKQP5S8BB,8/28/17,,J,
8/23/17,HM25T5TJPW,8/22/17,8,P,1074.99
8/23/17,HM25T5TJPW,8/22/17,8,P,269.01
8/23/17,HM25T5TJPW,8/22/17,,P,
8/21/17,HMCNR2AS52,8/20/17,,Q,
8/16/17,HMKJJ3NQTN,8/8/17,,P,
8/9/17,HMKJJ3NQTN,8/8/17,9,P,1531.96
8/9/17,HMKJJ3NQTN,8/8/17,9,P,383.51
8/9/17,HMKJJ3NQTN,8/8/17,,P,
8/7/17,HM4K3QBXR5,8/6/17,25,I,5534
8/7/17,HM4K3QBXR5,8/6/17,,I,
8/4/17,HM8MPCJ98E,8/3/17,5,P,727.59
8/4/17,HM8MPCJ98E,8/3/17,5,P,182.41
8/4/17,HM8MPCJ98E,8/3/17,,P,
7/31/17,HM438PXKN3,7/30/17,7,I,1647
7/31/17,HM438PXKN3,7/30/17,,I,
7/26/17,HM4MT884YB,7/25/17,25,J,6235.2
7/26/17,HM4MT884YB,7/25/17,25,J,1558.8
7/26/17,HM4MT884YB,7/25/17,,J,
7/22/17,HM5FF9SDB5,7/21/17,11,P,1345.99
7/22/17,HM5FF9SDB5,7/21/17,11,P,337.01
7/22/17,HM5FF9SDB5,7/21/17,,P,
7/17/17,JNF8BR,7/16/17,14,Q,2512.23
7/17/17,JNF8BR,7/16/17,14,Q,627.8
7/17/17,HMCMYTFWP3,7/16/17,5,P,752.41
7/17/17,HMCMYTFWP3,7/16/17,5,P,187.59
7/17/17,HMCMYTFWP3,7/16/17,,P,
7/17/17,JNF8BR,7/16/17,14,Q,399.98
7/17/17,JNF8BR,7/16/17,14,Q,99.99
7/17/17,JNF8BR,7/16/17,,Q,
7/14/17,HM999DSJTS,7/13/17,10,F,2050.62
7/14/17,HM999DSJTS,7/13/17,10,F,578.38
7/14/17,HM999DSJTS,7/13/17,,F,
7/12/17,HM4HQTTNNJ,7/11/17,5,Q,1306.19
7/12/17,HM4HQTTNNJ,7/11/17,5,Q,326.81
7/12/17,HM4HQTTNNJ,7/11/17,,Q,
7/11/17,HMBQAS94EX,7/10/17,4,J,1272.39
7/11/17,HMBQAS94EX,7/10/17,4,J,318.61
7/11/17,HMBQAS94EX,7/10/17,,J,
7/8/17,HMYFW2R4N8,7/7/17,20,I,4042
7/8/17,HMYFW2R4N8,7/7/17,,I,
7/7/17,HMKYPSZMDQ,7/6/17,1,I,20
7/2/17,HMJCH9ZEJT,7/1/17,9,F,1697.69
7/2/17,HMJCH9ZEJT,7/1/17,9,F,479.31
7/2/17,HMJCH9ZEJT,7/1/17,,F,
7/2/17,HMJX8D443S,7/1/17,7,J,1907.61
7/2/17,HMJX8D443S,7/1/17,7,J,476.39
7/2/17,HMJX8D443S,7/1/17,,J,
7/1/17,HMWRY444JR,6/30/17,11,Q,2352.41
7/1/17,HMWRY444JR,6/30/17,11,Q,587.59
7/1/17,HMWRY444JR,6/30/17,,Q,
7/1/17,HM4N8YYDTW,6/20/17,8,F,75
6/25/17,HMA53J2X34,6/24/17,7,J,2055.61
6/25/17,HMA53J2X34,6/24/17,7,J,513.39
6/25/17,HMA53J2X34,6/24/17,,J,
6/22/17,HME44Y5ETT,6/21/17,9,Q,1079.79
6/22/17,HME44Y5ETT,6/21/17,9,Q,270.21
6/21/17,HMRZBYEARW,6/20/17,1,J,63.59
6/21/17,HMRZBYEARW,6/20/17,1,J,16.41
6/21/17,HMRZBYEARW,6/20/17,,J,
6/21/17,HM4N8YYDTW,6/20/17,8,F,1321.95
6/21/17,HM4N8YYDTW,6/20/17,8,F,373.28
6/21/17,HM4N8YYDTW,6/20/17,,F,
6/21/17,HM4N8YYDTW,6/20/17,8,F,174.27
6/21/17,HM4N8YYDTW,6/20/17,8,F,49.5
6/20/17,HM8P8AB8PJ,6/19/17,26,P,2480.41
6/20/17,HM8P8AB8PJ,6/19/17,26,P,619.59
6/17/17,JQQCQY,6/16/17,5,Q,1564.21
6/17/17,JQQCQY,6/16/17,5,Q,390.79
6/17/17,JQQCQY,6/16/17,,Q,
6/15/17,HMYJ394ARD,6/14/17,5,F,1060.99
6/15/17,HMYJ394ARD,6/14/17,5,F,299.01
6/15/17,HMYJ394ARD,6/14/17,,F,
6/12/17,HMSC9MYTHR,6/11/17,5,Q,1143.41
6/12/17,HMSC9MYTHR,6/11/17,5,Q,285.59
6/12/17,HMSC9MYTHR,6/11/17,,Q,
6/6/17,HM2HJRHB8N,6/5/17,4,H,33
6/6/17,HM2HJRHB8N,6/5/17,4,H,297
6/2/17,HMXQDCETAR,6/1/17,15,P,1502.79
6/2/17,HMXQDCETAR,6/1/17,15,P,376.21
5/27/17,HM2NQYAH4T,5/26/17,3,P,493.19
5/27/17,HM2NQYAH4T,5/26/17,3,P,123.81
5/27/17,HM2NQYAH4T,5/26/17,,P,
5/23/17,HMHX3RNPTJ,5/22/17,4,P,582.61
5/23/17,HMHX3RNPTJ,5/22/17,4,P,145.39
5/23/17,HMHX3RNPTJ,5/22/17,,P,
5/21/17,HMHCDTQFF9,5/20/17,28,J,7200
5/21/17,HMHCDTQFF9,5/20/17,,J,
5/20/17,HM88S4PDH5,5/19/17,21,Q,3680.39
5/20/17,HM88S4PDH5,5/19/17,21,Q,920.61
5/20/17,HM88S4PDH5,5/19/17,,Q,
5/18/17,HMXQYNFX3N,5/17/17,3,P,445.6
5/18/17,HMXQYNFX3N,5/17/17,3,P,111.4
5/18/17,HMXQYNFX3N,5/17/17,,P,
5/15/17,HMJRQ5QP2D,5/14/17,5,J,1765
5/15/17,HMJRQ5QP2D,5/14/17,,J,
5/15/17,HMKPQHYZWY,5/14/17,3,P,392
5/15/17,HMKPQHYZWY,5/14/17,3,P,98
5/15/17,HMKPQHYZWY,5/14/17,,P,
5/9/17,HM53WS4B5K,5/8/17,11,Q,1926.61
5/9/17,HM53WS4B5K,5/8/17,11,Q,481.39
5/9/17,HM53WS4B5K,5/8/17,,Q,
5/2/17,HM5CWSBQKB,5/1/17,3,H,25.81
5/2/17,HM5CWSBQKB,5/1/17,3,H,229.19
5/1/17,HMJ2DEPTST,4/30/17,13,P,1391.59
5/1/17,HMJ2DEPTST,4/30/17,13,P,348.41
5/1/17,HMJ2DEPTST,4/30/17,,P,
4/25/17,HM4APSJF9N,4/24/17,13,Q,2144
4/25/17,HM4APSJF9N,4/24/17,13,Q,536
4/25/17,HM4APSJF9N,4/24/17,,Q,
4/18/17,HMEWD5CRAA,4/17/17,10,P,1047.2
4/18/17,HMEWD5CRAA,4/17/17,10,P,261.8
4/18/17,HMEWD5CRAA,4/17/17,,P,
4/13/17,HM53SC95CY,4/12/17,1,J,50
4/13/17,HM53SC95CY,4/12/17,,J,
4/12/17,TFDARA,4/11/17,9,Q,1711.2
4/12/17,TFDARA,4/11/17,9,Q,427.8
4/12/17,TFDARA,4/11/17,,Q,
4/1/17,3ED5JY,3/31/17,14,P,1361.81
4/1/17,3ED5JY,3/31/17,14,P,340.19
4/1/17,3ED5JY,3/31/17,,P,
4/1/17,HMSQQ5TB3D,3/31/17,8,Q,1345.01
4/1/17,HMSQQ5TB3D,3/31/17,8,Q,335.99
4/1/17,HMSQQ5TB3D,3/31/17,,Q,
3/30/17,HMRT8449S2,3/29/17,5,Q,940
3/30/17,HMRT8449S2,3/29/17,5,Q,235
3/18/17,C5HYXK,3/17/17,8,Q,1732
3/18/17,C5HYXK,3/17/17,8,Q,433
3/18/17,C5HYXK,3/17/17,,Q,
3/14/17,F3YFAD,3/13/17,15,P,1369.81
3/14/17,F3YFAD,3/13/17,15,P,342.19
3/13/17,M9BFKK,3/12/17,4,Q,893.19
3/13/17,M9BFKK,3/12/17,4,Q,223.81
3/13/17,M9BFKK,3/12/17,,Q,
3/11/17,4TJQ4J,3/10/17,3,P,424.8
3/11/17,4TJQ4J,3/10/17,3,P,106.2
3/11/17,4TJQ4J,3/10/17,,P,
3/8/17,CBY94J,3/7/17,2,H,18.51
3/8/17,CBY94J,3/7/17,2,H,161.49
3/1/17,4ZY35H,2/28/17,8,P,1037
3/1/17,4ZY35H,2/28/17,,P,
2/27/17,9TRZD9,2/26/17,5,Q,1370
2/27/17,9TRZD9,2/26/17,,Q,
2/22/17,Y8FMH9,2/21/17,2,H,18.51
2/22/17,Y8FMH9,2/21/17,2,H,161.49
2/7/17,4M8P8M,2/6/17,17,P,2046
2/7/17,4M8P8M,2/6/17,,P,
2/4/17,45QT3B,2/3/17,3,P,451
2/4/17,45QT3B,2/3/17,,P,
1/31/17,PMPDT4,1/30/17,4,Q,1041
1/23/17,HSSZ5N,1/22/17,4,H,32
1/23/17,HSSZ5N,1/22/17,4,H,288
1/23/17,A9CKPB,1/22/17,9,P,800.2
1/23/17,A9CKPB,1/22/17,9,P,191.8
1/4/17,PXY9F5,1/3/17,25,Q,4190
1/4/17,PXY9F5,1/3/17,25,Q,1048
1/3/17,S8NZHD,12/27/16,,P,
12/28/16,MNXZBC,12/27/16,63,P,2639
12/28/16,MNXZBC,12/27/16,63,P,660
12/28/16,S8NZHD,12/27/16,12,P,673.98
12/28/16,S8NZHD,12/27/16,12,P,169.01
12/28/16,S8NZHD,12/27/16,12,P,435.92
12/28/16,S8NZHD,12/27/16,12,P,109.24
12/26/16,TZTFEM,12/25/16,7,Q,1117
12/26/16,TZTFEM,12/25/16,7,Q,279
12/5/16,EY8BRQ,12/4/16,12,Q,1816
12/5/16,EY8BRQ,12/4/16,12,Q,454
12/5/16,AKEMFX,12/4/16,3,H,25
12/5/16,AKEMFX,12/4/16,3,H,222
12/2/16,MCW9BK,12/1/16,13,P,1190.01
12/2/16,MCW9BK,12/1/16,13,P,296.99
11/23/16,YB23QZ,11/22/16,5,P,291
11/23/16,YB23QZ,11/22/16,5,P,73
11/20/16,BTM8YT,11/19/16,11,Q,1854
11/20/16,BTM8YT,11/19/16,11,Q,464
11/12/16,QCJWND,11/11/16,7,P,620.42
11/12/16,QCJWND,11/11/16,7,P,154.59
11/12/16,QCJWND,11/11/16,7,P,53.59
11/12/16,QCJWND,11/11/16,7,P,13.4
11/7/16,2FZBQY,11/6/16,4,H,33
11/7/16,2FZBQY,11/6/16,4,H,297
11/6/16,DWDF2R,11/5/16,10,Q,1584.21
11/6/16,DWDF2R,11/5/16,10,Q,395.79
11/4/16,KTE34T,11/3/16,7,P,674.99
11/4/16,KTE34T,11/3/16,7,P,169.01
10/30/16,SP82CD,10/23/16,,Q,
10/24/16,8QCEC8,9/23/16,38,P,601.01
10/24/16,8QCEC8,9/23/16,38,P,150.51
10/24/16,SP82CD,10/23/16,7,Q,1255.58
10/24/16,SP82CD,10/23/16,7,Q,314.41
10/20/16,8QCEC8,9/23/16,38,P,610.28
10/20/16,8QCEC8,9/23/16,38,P,2443.2
10/17/16,TKWA85,10/16/16,5,Q,1008.41
10/17/16,TKWA85,10/16/16,5,Q,251.59
10/9/16,HPNKSA,10/5/16,,Q,
10/6/16,HPNKSA,10/5/16,7,Q,1255.72
10/6/16,HPNKSA,10/5/16,7,Q,314.44
9/27/16,DB4WRD,9/26/16,2,H,150
9/24/16,R8CFW8,9/23/16,10,Q,1747.79
9/24/16,R8CFW8,9/23/16,10,Q,437.21
9/15/16,8JQT2N,9/14/16,5,P,679.79
9/15/16,8JQT2N,9/14/16,5,P,170.21
9/4/16,KYCMRE,9/3/16,6,P,679.79
9/4/16,KYCMRE,9/3/16,6,P,170.21
8/16/16,CKJRA4,8/15/16,6,P,800
8/16/16,CKJRA4,8/15/16,6,P,200
8/15/16,2BQT4M,8/14/16,7,Q,1255.59
8/15/16,2BQT4M,8/14/16,7,Q,314.41
8/6/16,H2MRTD,8/5/16,7,P,752.41
8/6/16,H2MRTD,8/5/16,7,P,187.59
8/6/16,Y2KMFE,7/1/16,,Q,
8/6/16,Y2KMFE,7/1/16,37,Q,4740.07
8/6/16,Y2KMFE,7/1/16,37,Q,1185.53
8/6/16,Y2KMFE,7/1/16,37,Q,917.5
8/6/16,Y2KMFE,7/1/16,37,Q,229.89
7/29/16,33N3NN,7/28/16,3,F,662
7/29/16,33N3NN,7/28/16,3,F,187
7/21/16,WJYQ9M,7/20/16,12,P,1304.21
7/21/16,WJYQ9M,7/20/16,12,P,325.79
7/10/16,E5HFZ2,7/9/16,18,F,3082
7/10/16,E5HFZ2,7/9/16,18,F,869
7/5/16,YCSDBR,7/4/16,15,P,1519.59
7/5/16,YCSDBR,7/4/16,15,P,380.41
6/18/16,EEPKCK,6/8/16,,Q,
6/18/16,4ETPJA,6/17/16,12,Q,2147.79
6/18/16,4ETPJA,6/17/16,12,Q,537.21
6/16/16,DFPND4,4/3/16,,P,
6/9/16,EEPKCK,6/8/16,8,Q,347.41
6/9/16,EEPKCK,6/8/16,8,Q,1387.59
6/4/16,DFPND4,4/3/16,88,P,2187.76
6/4/16,DFPND4,4/3/16,88,P,546.42
5/24/16,Y2XBXH,5/23/16,10,Q,1808.41
5/24/16,Y2XBXH,5/23/16,10,Q,451.59
5/4/16,DFPND4,4/3/16,88,P,2426.95
5/4/16,DFPND4,4/3/16,88,P,606.22
5/1/16,9APN5D,4/30/16,9,Q,1638.81
5/1/16,9APN5D,4/30/16,9,Q,409.19
4/16/16,8A8C24,4/15/16,8,Q,1468
4/16/16,8A8C24,4/15/16,8,Q,367
4/4/16,DFPND4,4/3/16,88,P,2426.95
4/4/16,DFPND4,4/3/16,88,P,606.22
3/28/16,AQP2PQ,2/27/16,44,Q,1721.67
3/28/16,AQP2PQ,2/27/16,44,Q,430.93
3/28/16,3HJKET,1/27/16,64,P,229.91
3/28/16,3HJKET,1/27/16,64,P,57.74
2/29/16,AQP2PQ,2/27/16,44,Q,3688.7
2/29/16,AQP2PQ,2/27/16,44,Q,922.69
2/29/16,3HJKET,1/27/16,64,P,2080.53
2/29/16,3HJKET,1/27/16,64,P,520.65
2/5/16,XKACBD,2/4/16,22,Q,3269.39
2/5/16,XKACBD,2/4/16,22,Q,817.61
1/29/16,3HJKET,1/27/16,64,P,2080.53
1/29/16,3HJKET,1/27/16,64,P,520.65
1/21/16,QAHEM9,1/20/16,5,P,116.39
1/21/16,QAHEM9,1/20/16,5,P,466.61
1/11/16,8A8NAS,1/10/16,7,Q,562.81
1/11/16,8A8NAS,1/10/16,7,Q,140.19
